name,prompt,negative_prompt
Biomorphic Architecture,"Biomorphic Architecture {prompt}, Biomorphic Architecture, often for organic shapes, natural inspiration, or fluid design.","geometric architecture, digital design"
Black Hole,"Black Hole {prompt}, Black Hole, often for gravitational pull, space phenomena, or scientific mysteries.","Nebula, digital design"
Black Velvet Painting_Portraiture,"Kitschy black velvet painting {prompt}. Glowing colors, Elvis portrait, religious iconography","(Conservative palette and subject, perfectly centered, visually sparse)"
Black and White Photography,"Black and White Photography {prompt}, Black and White Photography, often for monochrome tones, classic aesthetics, or visual contrast.","color photography, digital design"
Blacklight Poster_Uncategorized,"Psychedelic blacklight poster {prompt}. Day-glo ink, hippie motifs, far out 60s art","(Conservative palette, intricate details, visually dense composition)"
Blockbuster Films,"Blockbuster Films {prompt}, Blockbuster Films, often for big-budget productions, popular franchises, or box office hits.","indie films, digital design"
Bloodthirsty Vampire_Horror,"Bloodthirsty vampire {prompt}. Feral red eyes, deformed bat-like anatomy, shredded wings, gnashing fangs drenched in viscera, feeding voraciously on mutilated prey","Cute cartoon character, bright happy colors, friendly and harmless"
Bluegrass Music,"Bluegrass Music {prompt}, Bluegrass Music, often for bluegrass banjo, fiddle tunes, or country folk.","salsa music, digital design"
Blueprint_Uncategorized,"Technical blueprint style {prompt}. Line drawing, precise measurements, labels, drafting, engineering diagram","Sloppy sketch, handwritten scrawl, crumpled paper, blotchy stains"
Blues Music,"Blues Music {prompt}, Blues Music, often for soulful melodies, blues scales, or emotional expression.","pop music, digital design"
Blues Music Illustration,"Blues Music Illustration {prompt}, Blues Music Illustration, often for blues musicians, soulful expression, or blues heritage.","techno music illustration, digital design"
Body Art,"Body Art {prompt}, Creating art on the human body, often using makeup, tattoos, or temporary materials.","canvas painting, digital art"
Body Art Performance,"Body Art Performance {prompt}, Body Art Performance, often for body painting, live actions, or physical expression.","static painting, digital design"
Body Painting,"Applying paint to the human body to create artistic expressions {prompt}, often for performances or exhibitions.","canvas painting, digital design"
Bohemian Fashion,"Bohemian Fashion {prompt}, Bohemian Fashion, often for free-spirited clothing, artistic expression, or unconventional lifestyles.","corporate fashion, digital design"
Bomber Jacket_Retro,"Vintage bomber jacket style {prompt}. Distressed leather, shearling collar, embroidered patches, pop art","(Low contrast, dull lighting, imperfections, asymmetrical, messy)"
Bookbinding,"Binding books using various techniques {prompt}, often by hand, to create unique or restored books.","printmaking, digital art"
Botanical Illustration,"Botanical Illustration {prompt}, Creating art with Botanical Illustration, often for plants, scientific accuracy, or natural beauty.","Fashion Design, digital design"
Boudoir Photography_Photography,"Sultry boudoir photography {prompt}. Silks, elegant lingerie, seductive gaze, carefully posed","(Imperfections, blemishes, flaws accentuated, harsh lighting, simulated)"
Brazil,"Brazil {prompt}, Brazil, often for samba, football, or tropical forests.","Canada, digital design"
Brazilian Art,"Brazilian Art {prompt}, Brazilian traditions, often for carnival, contemporary art, or indigenous crafts.","Argentinian Art, digital design"
Brazilian Cuisine,"Brazilian Cuisine {prompt}, Brazilian Cuisine, often for feijoada, acarajé, or tropical flavors.","Cuban cuisine, digital design"
Brazilian Graffiti Art,"Brazilian Graffiti Art {prompt}, Brazilian Graffiti Art, often for urban expression, street culture, or vibrant murals.","gallery painting, digital design"
Breakdance,"Breakdance {prompt}, Breakdance, often for breakdancing moves, B-boying, or breakdance battles.","tap dance, digital design"
Bridal Fashion,"Bridal Fashion {prompt}, Bridal Fashion, often for wedding gowns, bridal accessories, or romantic styling.","casual fashion, digital art"
Brightwater Variant_Nature,"Brightwater {prompt}. Beautiful underground village surrounding glowing mushrooms and crystalline lakes, simple living in harmony with subterranean nature","Polluted concrete wasteland with artificial neon sky, never seeing beauty of outside world"
British Art,"British Art {prompt}, British traditions, often for Pre-Raphaelites, Turner, or street art.","Greek Art, digital design"
Bronze Sculpture,"Creating sculptures using bronze {prompt}, often through casting and patination.","wood carving, digital design"
Bruce Nauman,"{prompt} in Disorienting corridors, menacing neon, sinister wordplay, psychological tension","Bright colors, friendly puns, harmonious spaces, uplifting messages"
Bruges,"Bruges {prompt}, Bruges, often for medieval buildings, canals, or Belgian chocolates.","Santorini, digital design"
Brutalism,"Brutalism {prompt}, Brutalism, often for raw concrete, bold forms, or architectural honesty.","neoclassicism, digital design"
Brutalist Architecture,"Brutalist Architecture {prompt}, Brutalist Architecture, often for raw concrete, bold geometry, or monolithic forms.","rococo architecture, digital design"
Budapest cityscape,"{prompt} Budapest cityscape. Chain Bridge, Buda Castle, Hungarian Parliament Building.","Tropical rainforest, humidity, dense vegetation."
Cabinet of Curiosities_Occult,Eerie cabinet of curiosities {prompt}. Collection of macabre oddities gathered for occult research,Grieving loved one leaving flowers and paying respects
Cai Guo-Qiang,"{prompt} in Theatrical fireworks, explosive light, flowing smoke, cultural fusion","Permanent structures, solid objects, controlled materials, purity of medium"
Cake Decorating,"Decorating cakes using icing {prompt}, fondant, or other edible materials, often for artistic or themed designs.","sculpture, digital design"
Canada,"Canada {prompt}, Canada, often for maple syrup, hockey, or beautiful landscapes.","Russia, digital design"
Candid Portrait Photography,"Candid Portrait Photography {prompt}, Candid Portrait Photography, often for natural expressions, unposed moments, or spontaneous captures.","staged photography, digital design"
Caravaggio,"{prompt} in Chiaroscuro contrasts, theatrical tenebrism, dramatic naturalism, religious themes","Even illumination, plain backgrounds, modest realism, secular subjects"
Caribbean Carnival Art,"Caribbean Carnival Art {prompt}, Caribbean Carnival Art, often for festive costumes, parade floats, or cultural celebrations.","minimalist art, digital art"
Caribbean Cuisine,"Caribbean Cuisine {prompt}, Caribbean Cuisine, often for jerk chicken, tropical fruits, or Caribbean flavors.","British cuisine, digital design"
Caricature,"Caricature {prompt}, Creating art with Caricature, often for exaggeration, humor, or satirical portraits.","Botanical Illustration, digital design"
Carnival Freakshow_Retro,"Vintage freakshow poster {prompt}. Gaffed spectacles, anatomical anomalies, grotesque performers, come one come all","Smiling person on bright solid color background, elegant serif font, inspirational audiobook"
Caspar David Friedrich,"{prompt} in Sublime landscapes, Gothic ruins, lone figures in contemplation, Northern Romanticism","Portrait commissions, Classical monuments, convivial groups, Italianate clarity"
Cassette Bedroom_Retro,"Vaporwave bedroom scene {prompt}. Grid wallpaper, retro tech, nostalgic memorabilia","(Empty room, muted lighting, banal decor)"
Cassette Collage_Sci-Fi_Surrealism_Retro,"Surreal vaporwave cassette collage {prompt}. Glitch effects, nostalgic textures, retro sci-fi pop art","(Cohesive unified art style, clean edges, strong focal point)"
Cassette Futurism_Retro,"Retro cassette futurism style {prompt}. Vaporwave tones, glitch effects, technology wires, retrowave","(Natural materials, matte finishes, analog tech, vintage wear)"
Cassette Graphics_Retro_Surrealism,"Vaporwave cassette graphics {prompt}. Glitch effects, retrowave colors, technology, surreal","(Realistic render, photographic, conservative corporate style)"
Cassette J-Card_Retro,"Retro cassette j-card design {prompt}. Nostalgic mix tape, 80s music themes, new wave graphics","(Non-retro imagery, complex details, cluttered composition)"
Cassette Wall_Retro,"Vaporwave cassette wall display {prompt}. Grid-style arrangement, retro tapes, 80s vibes","(Frameless, uneven arrangement, varied tape conditions, cluttered)"
Casual Fashion,"Casual Fashion {prompt}, Casual Fashion, often for everyday wear, relaxed clothing, or effortless style.","wedding fashion, digital design"
Caveopolis Variant_Lifestyle,"Caveopolis {prompt}. Primitive underground caveman village of simple thatch dwellings around cooking fires, Stone Age lifestyle carved from bedrock","Gleaming high tech cityscape, sophisticated computerized convenience, culturally evolved futuristic living"
Cecily Brown,"{prompt} in Luscious painterly fields, suggestive forms, libidinal energy, gestural freedom","Crisp lines, symbolic shapes, restrained palette, conceptual framework"
Celtic Knotwork Art,"Celtic Knotwork Art {prompt}, Celtic Knotwork Art, often for interlaced patterns, Celtic culture, or medieval design.","modern graphics, digital design"
Celtic Mythology Art,"Celtic Mythology Art {prompt}, Celtic mythology, often for knots, Druids, or magical landscapes.","Mesopotamian Mythology Art, digital design"
Cemetery Statue_Uncategorized,"Cemetery angel statue {prompt}. Cold lifeless stone, weeping frozen form, ominous outstretched wings, evoking uneasy dread","Bright lights, joyful crowds, well-maintained rides"
Central African Art,"Central African Art {prompt}, Central African traditions, often for ritual objects, dance costumes, or community art.","West African Art, digital design"
Central American_Uncategorized,"Ancient Central American style {prompt}. Jade carvings, geometric patterns, temples, vivid colors","(European, East Asian, modern motifs, architecture, clean textures)"
Ceramic Art,"Ceramic Art {prompt}, Creating art using ceramics, often for pottery, sculptures, or decorative objects.","metal art, digital art"
Ceramic Design,"Ceramic Design {prompt}, Ceramic Design, often for ceramic art, pottery design, or clay works.","graphic design, digital design"
Ceramic Sculpture,"Creating sculptures using ceramics {prompt}, often through hand-building, coiling, or wheel-throwing.","bronze sculpture, digital art"
Ceramics,"Ceramics {prompt}, Creating art with Ceramics, often for clay, firing, or functional objects.","Glassblowing, digital design"
Chalk Art,"Chalk Art {prompt}, Chalk Art, often for sidewalk drawings, temporary art, or public engagement.","permanent sculpture, digital design"
Charcoal Drawing,"Drawing using charcoal {prompt}, often on paper, known for deep blacks and expressive lines.","oil painting, digital design"
Charles Ray,"{prompt} in Disquieting mannequins, voyeurism and innocence, hyperrealist discomfort, disturbing psychology","Positive role models, wholesome interactions, romantic enhancements, reassuring narratives"
Chicago,"Chicago {prompt}, Chicago, often for deep-dish pizza, jazz, or skyscrapers.","Miami, digital design"
Children's Fashion,"Children's Fashion {prompt}, Children's Fashion, often for kid's clothing, playful designs, or youthful creativity.","adult fashion, digital design"
Children's Theater,"Children's Theater {prompt}, Children's Theater, often for children's plays, family entertainment, or educational theater.","physical theater, digital design"
Chilean Art,"Chilean Art {prompt}, Chilean traditions, often for arpilleras, modern sculpture, or poetic influences.","Cuban Art, digital design"
Chinese Architecture,"Chinese Architecture {prompt}, Chinese Architecture, often for Chinese roofs, traditional structures, or ancient Chinese design.","Gothic architecture, digital design"
Chinese Art,"Chinese Art {prompt}, Chinese traditions, often for ink painting, calligraphy, or porcelain.","Japanese Art, digital design"
Chinese Calligraphy,"Creating art using Chinese calligraphy {prompt}, often using brush and ink to write characters.","Western calligraphy, digital design"
Chinese Cuisine,"Chinese Cuisine {prompt}, Chinese Cuisine, often for stir-fry dishes, dim sum, or Chinese flavors.","Greek cuisine, digital design"
Chinese Ink Painting,"Painting using ink and brush in traditional Chinese styles {prompt}, often featuring landscapes or nature.","Western oil painting, digital design"
Chinese Jade Carving,"Chinese Jade Carving {prompt}, Chinese Jade Carving, often for jade sculptures, symbolic motifs, or Chinese craftsmanship.","wood carving, digital design"
Chinese Landscape Painting,"Chinese Landscape Painting {prompt}, Chinese Landscape Painting, often for mountain scenes, ink brushwork, or philosophical themes.","pop art, digital design"
Chinese Mythology Art,"Chinese Mythology Art {prompt}, Chinese mythology, often for dragons, immortals, or Taoist symbolism.","Indian Mythology Art, digital design"
Chinese Paper Cutting,"Chinese Paper Cutting {prompt}, Chinese Paper Cutting, often for decorative motifs, cultural celebrations, or handcrafted designs.","metalwork, digital design"
Chinese Scroll Painting,"Chinese Scroll Painting {prompt}, Chinese Scroll Painting, often for ink landscapes, Confucian values, or poetic expression.","pop art, digital design"
Chris Ofili,"{prompt} in Beaded figures, psychedelic colors, hip hop energy, transgressive joy","Classical lines, neutral hues, bourgeois refinement, traditional propriety"
Cindy Sherman_1,"{prompt} in Chameleon personas, cinematic tableaus, cultural stereotypes, questioning identity","Consistent style, snapshots, unique self, affirming inner truth"
Cindy Sherman_2,"{prompt} in Chameleon, untitled film stills, dark cultural myths, questioning stereotypes","Signature style, candid shots, positive messages, reinforcing norms"
Cinematography,"Art of capturing moving images in filmmaking {prompt}, including camera work, lighting, and composition.","film editing, sculpture"
Cinque Terre,"Cinque Terre {prompt}, Cinque Terre, often for colorful houses, coastal cliffs, or Italian villages.","Hallstatt, digital design"
Circuit Bending_Uncategorized,Circuit bent artwork  {prompt} . Hacked electronic instruments and devices exhibit unpredictable ornamental behaviors,"Single-minded utility, sterile function, closeted inside opaque cases, behaving just as programmed"
Circus Arts,"Circus Arts {prompt}, Circus Arts, often for circus acts, acrobatic performances, or circus entertainment.","verbatim theater, digital design"
Circus Performer_Retro,"Vintage circus performer {prompt}. Acrobat, jester, clown, ringmaster, big top, 19th century poster","(Photo, empty background, only shapes, modern clothing, messy scene)"
Classic Western,"Classic Western {prompt}, Classic Western, often for cowboy heroes, frontier landscapes, or Wild West adventures.","sci-fi films, digital design"
Classical Architecture,"Classical Architecture {prompt}, Classical Architecture, often for classical orders, ancient influence, or Greco-Roman architecture.","Futurist architecture, digital design"
Classical Art,"Classical Art {prompt}, Classical Art, often for classical sculptures, Greek myths, or classical harmony.","abstract art, digital design"
Classical Music,"Classical Music {prompt}, Classical Music, often for orchestral compositions, classical masters, or timeless melodies.","electronic music, digital design"
Classical Music Illustration,"Classical Music Illustration {prompt}, Classical Music Illustration, often for classical composers, orchestral themes, or refined artistry.","pop music illustration, digital design"
Classical Realism,"Classical Realism {prompt}, Classical Realism, often for traditional techniques, realistic portrayal, or idealized beauty.","abstract art, digital design"
Classical Realism_Portraiture,"Classical Realist portrait {prompt} . Traditional atelier training, emphasis on patient craft and technical finesse, contemporary manifestation of academic painting","Edgy avant-gardism, attacking conventions, purposely shocking, rebelling against foundations"
Classical Theater,"Classical Theater {prompt}, Classical Theater, often for classical texts, Shakespearean plays, or traditional acting.","experimental theater, digital design"
Claude Monet,"{prompt} in Luminous impressions, plein air landscapes, serial studies, atmospheric color","Dark tones, studio-bound, singular images, linear contours"
Clockwork City Variant_Architecture_Location,"Clockwork City {prompt}. Mysterious underground city of shifting rooms and puzzles, clicking gears behind ornate panels, baroque bronze metal and wood decor","Static architecture, lifeless materials, no mystery or interactivity"
Collaborative Art Projects,"Collaborative Art Projects {prompt}, Creating art through collaborative projects, often involving multiple artists, disciplines, or communities.","solo art, digital design"
Collage,"Collage {prompt}, Creating art using collage, often assembling various materials or images into a composition.","painting, digital art"
Collage Art,"Collage Art {prompt}, assembling different materials, often paper, photographs, or fabric, onto a surface.","oil painting, digital art"
Colombian Art,"Colombian Art {prompt}, Colombian traditions, often for Botero, emeralds, or pre-Columbian gold.","Venezuelan Art, digital design"
Colonial Architecture,"Colonial Architecture {prompt}, Colonial Architecture, often for colonial history, traditional forms, or colonial buildings.","modern architecture, digital design"
Colosseum,"Colosseum {prompt}, Colosseum, often for gladiators, Rome, or classical antiquity.","Great Wall of China, digital design"
Combine Painting_Sci-Fi_Still Life,Combine painting  {prompt} . Multimedia collage combines painting and objects protruding into real space,"Flat canvas, unified medium, paint contained on surface, discreet frame"
Comedy,"Comedy {prompt}, Comedy, often for humorous writing, comedic plots, or funny characters.","drama writing, digital design"
Comedy Literature,"Comedy Literature {prompt}, Comedy Literature, often for humorous characters, funny situations, or comedic writing.","tragedy literature, digital design"
Commercial Photography,"Commercial Photography {prompt}, Commercial Photography, often for advertising, product shots, or business imagery.","experimental photography, digital design"
Community Mural Projects,"Community Mural Projects {prompt}, Creating murals with community involvement, often for public spaces or collaborative art initiatives.","studio painting, digital art"
Computer art,"{prompt} Code as creative material, programmed algorithms generating emergent artworks, computational processes manifesting unimagined permutations","Intuitive handmade art, injecting irregularity, chance, and happy imperfections"
Concept Art for Movies,"Concept Art for Movies {prompt}, Creating concept art for movies, often for character design, environments, or visual development.","still life painting, digital design"
Concept Art for Video Games,"Concept Art for Video Games {prompt}, Creating concept art for video games, often for characters, levels, or game mechanics.","portrait painting, digital art"
Conceptual Art,"Creating art that emphasizes ideas or concepts {prompt}, often over visual or material concerns.","realism, digital design"
Concert Poster Design,"Concert Poster Design {prompt}, Concert Poster Design, often for gig promotion, band events, or live music advertising.","movie poster design, digital design"
Conjoined Twins_Uncategorized,Unsettling conjoined twins {prompt}. Two individuals fused together,"Inspirational quotation, neatly printed"
Constructivism,"Constructivism {prompt}, Constructivism, often for industrial materials, geometric forms, or constructivist ideology.","de stijl, digital design"
Constructivism Art,"Constructivism Art {prompt}, Constructivism, often for geometric abstraction, industrial materials, or Russian modernism.","Symbolism Art, digital design"
Contemporary Ballet,"Contemporary Ballet {prompt}, Contemporary Ballet, often for contemporary choreography, modern ballet, or innovative dance.","breakdance, digital design"
Contemporary Dance,"Contemporary Dance {prompt}, Contemporary Dance, often for modern dance, expressive movement, or contemporary choreography.","traditional dance, digital design"
Copenhagen,"Copenhagen {prompt}, Copenhagen, often for modern design, bicycles, or Danish culture.","Hong Kong, digital design"
Copenhagen cityscape,"{prompt} Copenhagen cityscape. Tivoli Gardens, Nyhavn, The Little Mermaid.","Mountainous terrain, cold weather, snow."
Corporate Identity Design,"Corporate Identity Design {prompt}, Corporate Identity Design, often for branding, consistency, or professional appearance.","personal art, digital art"
Cosplay Design,"Cosplay Design {prompt}, Designing and creating costumes for cosplay, often based on characters from games, movies, or comics.","fashion design, digital art"
Cottagecore Fashion_Fashion,"Whimsical cottagecore fashion {prompt}. Floral dresses, straw hats, frills, romantic picnic style","(Futuristic, sleek, cyberpunk, angular shapes, neon accents, sci-fi)"
Country Music,"Country Music {prompt}, Country Music, often for country twang, acoustic instruments, or rural themes.","techno music, digital design"
Country Music Graphics,"Country Music Graphics {prompt}, Country Music Graphics, often for country singers, rustic themes, or Southern charm.","metal music graphics, digital design"
Crawler Mimicry_Uncategorized,Monstrous crawler mimicry {prompt}. Victim’s snapped-off limbs reforming into centipede-like undulating body,Caring grandmother baking cookies for grandkids
Creepy Children_Portraiture,"Creepy ghostly children {prompt}. Pale faces, dark eyes, haunting stare, seemingly harmless yet deeply unsettling","Fresh flowers, fruit, full glass, soft natural lighting, casual domestic moment"
Creepy Porcelain Doll_Fashion_Portraiture,"Creepy Victorian porcelain doll {prompt}. Pale face, cracked, intricately detailed dress, glassy dead-eyed stare","Cute kawaii mascots, cartoon characters, brightly colored childish fun"
Crime Films,"Crime Films {prompt}, Crime Films, often for criminal activities, police investigations, or underworld intrigue.","romantic films, digital design"
Critical Realism_Uncategorized,"Critical Realism painting {prompt} . Incisive social analysis conveyed through dispassionate realist scrutiny, shining flashlight objectivity on unpleasant realities","Romantic distortions, gauzy illusions, belying inconvenient truths"
Cross-Disciplinary Art,"Cross-Disciplinary Art {prompt}, Creating art through cross-disciplinary approaches, often integrating art with science, technology, or other fields.","single-discipline art, digital art"
Crucifixion_Uncategorized,"Gruesome crucifixion {prompt}. Savaged lacerated victim nailed to beams through shredded palms, bruise-blackened emaciated ribcage exposed, grimacing in throes of excruciating agony","Friendly collaborative teamwork, energetic handshakes, smiling together"
Crystal Caverns Variant_Architecture,"Crystal Caverns {prompt}. Majestic underground city carved from stunning natural crystal formations, translucent spires, glittering architecture","Monotone, repetitive architecture, little variety, purely functional"
Cuban Art,"Cuban Art {prompt}, Cuban traditions, often for Afro-Cuban themes, poster art, or avant-garde movements.","Colombian Art, digital design"
Cuban Cuisine,"Cuban Cuisine {prompt}, Cuban Cuisine, often for Cuban sandwiches, Cuban coffee, or Cuban flavors.","Spanish cuisine, digital design"
Cubism,Artistic movement breaking objects into geometric shapes and reassembling them in abstract forms. {prompt},"impressionism, landscape photography"
Cubism Art,"Cubism Art {prompt}, Cubism, often for geometric shapes, abstract forms, or modernism.","Surrealism Art, digital design"
Cult Films,"Cult Films {prompt}, Cult Films, often for cult following, quirky details, or underground cinema.","blockbuster films, digital design"
Cyberpunk,"Cyberpunk {prompt}, Cyberpunk, often for dystopian futures, cybernetic technology, or urban landscapes.","steampunk, digital design"
Cyberpunk Fantasy Art,"Cyberpunk Fantasy Art {prompt}, Cyberpunk, often for dystopian future, hackers, or neon aesthetics.","Fairy Tale Art, digital design"
Dadaism,"Dadaism {prompt}, Dadaism, often for anti-art sentiment, absurdity, or anarchic creativity.","academic art, digital design"
Dadaism Art,"Dadaism Art {prompt}, Dadaism, often for absurdity, anti-art, or avant-garde experimentation.","Fauvism Art, digital design"
Damien Hirst_1,"{prompt} in Conceptual spectacle, dead animals, medicine cabinets, diamond skull","Pure aesthetics, inanimate objects, household goods, modest materials"
Damien Hirst_2,"{prompt} in Conceptual spectacle, pickled sharks, spot paintings, diamond skull","Traditional aesthetics, quiet contemplation, pure abstraction, modest materials"
Dan Flavin,"{prompt} in Radiant neon chambers, pure phenomenology, light over image","Symbolic shapes, pictorial illusions, light as means to representation"
Dance Choreography,"Creating and arranging dance movements for performances {prompt}, often to tell a story or express emotions.","sculpture, digital animation"
Dance Performance Art,"Dance Performance Art {prompt}, Creating art through dance performances, often exploring movement, expression, or thematic concepts.","still art, digital art"
Dark Carnival_Gothic,"Dark overgrown carnival {prompt}. Sinister clowns leering, rusted machinery, fog enshrouded haunt, decayed gothic carousel","Bauhaus, sleek functionalism, rejection of ornament, disciplined restraint"
Dark Fantasy Art,"Dark Fantasy Art {prompt}, Dark Fantasy, often for horror, gothic themes, or grim landscapes.","Steampunk Fantasy Art, digital design"
Data Art Variant_Uncategorized,"Data artwork {prompt} . Aesthetic lens on statistics and datasets, infovis, patterns from impersonal information sources","Personal expression, anthropocentrism, mythology and symbolism, private imagination"
Data Art_Uncategorized,"Data artwork {prompt} . Aesthetic lens on statistics and datasets, infovis, deriving cultural meaning from impersonal information","Personal expression, anthropocentrism, internal mythology and symbolism"
Data Visualization Art,"Data Visualization Art {prompt}, Data Visualization Art, often for information graphics, statistical representation, or visual analysis.","abstract expressionism, digital design"
Day of the Dead_Uncategorized,"Vibrant Day of the Dead altar {prompt}. Marigolds, sugar skulls, candles, offerings, holiday decor","(Muted tones, minimal decorations, empty background)"
De Stijl_Uncategorized,"De Stijl style  {prompt} . Strict geometry, primary colors, white ground, form reduced to verticals, horizontals, rectangles","Loose organic shapes, muted secondary hues, textured surfaces, diagonal elements"
Death Masque_Uncategorized,Ghastly death masque {prompt}. Pestilent shroud shows grinning skull beneath rotting tissue paper mask,"Full view of sunny graveyard, no hidden threats"
Deconstructivist Architecture,"Deconstructivist Architecture {prompt}, Deconstructivist Architecture, often for fragmented geometry, non-linear design, or architectural chaos.","traditional architecture, digital design"
Demonic Clown_Uncategorized,"Abhorrent demonic killer clown {prompt}. Grotesque rictus grin with rotten teeth, empty black void eyes, soiled rainbow costume concealing cankerous flesh erupting with corruption","IKEA furniture, tidy organized workstation, potted succulent"
Demonic Portal_Horror,"Vile demonic portal {prompt}. Gelatinous membranous orifice rimmed with teeth, spews torrent of deformed horrors from underworld, hellish creatures made of writhing viscera crawling forth","Sparkling portal to enchanted kingdom surrounded by rainbows and flowers, cute fantasy creatures frolicking"
Demonic Possession_Uncategorized,"Demonic possession {prompt}. Contorted body, growing horns, bloody tears, satanic rituals, loss of free will, identity consumed","Laughing joyfully, bright colors, full of life, heartwarming innocence"
Demoscene_Animation,"Demoscene artwork {prompt} . Dazzling real-time animations prove programming virtuosity, maximalist computer graphics demonstrate mastery of hardware","Passive viewership, pedestrian standards, bland corporate templates"
Desaturated_Uncategorized,"Moody desaturated style {prompt}. Faded muted tones, grungy textures, gloomy lighting, post-apocalyptic","(Vibrant, neon, saturated, high key, bright lighting, joyful)"
Die Brücke_Graffiti,"Die Brücke style  {prompt} . Raw expressionism, graffiti-like colors, emotional intensity, rejection of conventions","Refinement, decorum, placidity, adherence to artistic traditions"
Diego Velazquez,"{prompt} in Royal portraiture, loose brushwork, monumental compositions, Spanish Baroque","Unsophisticated genre scenes, precise details, simple domestic settings, Dutch Baroque"
Dieselpunk_Retro,"Dieselpunk style {prompt}. Retrofuturism, art deco, mechanized armor, gritty adventurer aesthetic","(Futuristic, sleek, clean, minimalist, synthetic materials, white)"
Digital Animation,"Digital Animation {prompt}, Creating animations using digital software, often for films, games, or interactive media.","traditional painting, sculpture"
Digital Art,"Digital Art {prompt}, Digital Art, often for computer-generated imagery, digital manipulation, or virtual creativity.","analog art, painting"
Digital Art_Digital Media,"Digital artwork {prompt} . Computer as artistic medium, networked transmission, remixing hypermedia, playing with freedoms and limitations of software","Intuitive handmade craft, auratic object, circumscribed by physical studio space, permanence of traditional materials"
Digital Drawing Tablets,"Digital Drawing Tablets {prompt}, Using digital drawing tablets for art, often for design, illustration, or digital painting.","oil painting, sculpture"
Digital Illustration,"Creating illustrations using digital tools {prompt}, often for books, magazines, advertising, or web design.","oil painting, stone carving"
Digital Painting,"Digital Painting {prompt}, Creating paintings using digital tools and software, often mimicking traditional painting techniques.","oil painting, sculpture"
Digital Sculpture,"Digital Sculpture {prompt}, Creating sculptures using digital modeling and 3D software, often for visualization or 3D printing.","clay sculpture, digital design"
Digital Storytelling,"Digital Storytelling {prompt}, Creating narratives using digital media, often for interactive or multimedia presentations.","traditional book writing, sculpture"
Diorama_Uncategorized,"Diorama artwork  {prompt} . Imaginative lifelike 3D scenes in miniature, peaceful temples or violent battles enacted","Monochrome flatness, larger than life scale, void spaces, nothing happening"
Disco Music,"Disco Music {prompt}, Disco Music, often for disco dance, funky beats, or disco era.","bluegrass music, digital design"
Disney Animation_Animation,"Disney animation style {prompt}. Bright colors, fluid motion, charming characters, wholesome storytelling, hand-drawn animation","Dirty, unrefined, hyperrealistic, grotesque"
Disrespectful Grave Robber_Uncategorized,Repulsive disrespectful grave robber {prompt}. Defiling tombs and violating the sanctity of the dead,"Pristine home environment, no pests"
Documentary Films,"Documentary Films {prompt}, Documentary Films, often for real-life subjects, informative content, or journalistic storytelling.","comedy films, digital design"
Documentary Photography,"Documentary Photography {prompt}, Photographing subjects to document events, stories, or social issues, often in a journalistic style.","fine art photography, digital art"
Drama,"Drama {prompt}, Drama, often for dramatic plays, theatrical performances, or intense emotions.","comedy writing, digital design"
Drama Films,"Drama Films {prompt}, Drama Films, often for emotional performances, character development, or human experiences.","adventure films, digital design"
Dubai,"Dubai {prompt}, Dubai, often for skyscrapers, luxury shopping, or desert adventures.","Mumbai, digital design"
Dublin,"Dublin {prompt}, Dublin, often for Irish pubs, literary heritage, or Dublin Castle.","Istanbul, digital design"
Dublin cityscape,"{prompt} Dublin cityscape. Trinity College Dublin, Temple Bar, St Stephen's Green.","Desert, camels, sand dunes."
Dunder Mifflin,"Dunder Mifflin {prompt}, Dunder Mifflin, often for office dynamics, paper company, or The Office sitcom.","Stars Hollow, digital design"
Dutch Art,"Dutch Art {prompt}, Dutch traditions, often for Rembrandt, Delftware, or Golden Age painting.","Irish Art, digital design"
Dwarvendom Variant_Uncategorized,"Dwarvendom {prompt}. Far-reaching underground kingdom of the dwarves, enormous carved amphitheaters around vast dripping lava forges, thunderous industry","Cramped makeshift hovels built haphazardly from industrial scraps, resources barely sufficient for subsistence living"
Dwarvenholm Variant_Uncategorized,"Dwarvenholm {prompt}. Majestic ancient dwarven kingdom carved from bedrock, grand vaulted mines and mead halls lit by torches, stonework intricately chiseled with runic designs","Shabby makeshift hovels, drab utility-driven construction, scarcity of crafted beauty"
Earth Art,"Earth Art {prompt}, Earth, often for landscapes, natural materials, or grounding visuals.","Air Art, digital design"
East African Art,"East African Art {prompt}, East African traditions, often for beadwork, carving, or painting.","North African Art, digital design"
Eco Art,"Creating art with environmental themes {prompt}, often using sustainable materials or raising ecological awareness.","urban art, digital design"
Eco-Art,"Eco-Art {prompt}, Eco-Art, often for ecological concerns, sustainable practices, or nature-inspired creations.","industrial art, digital design"
Ed Ruscha,"{prompt} in Deadpan text and images, cinematic highways, visual rhythm, conceptual one-liners","Lush abstractions, psychological portraits, irregular composition, philosophical themes"
Edgar Degas,"{prompt} in Candid impressions, asymmetric framing, ballet rehearsals, scumbled pastels","Staged compositions, centered alignment, still life arrangements, cleanly delineated oils"
Edinburgh cityscape,"{prompt} Edinburgh cityscape. Edinburgh Castle, Arthur's Seat, Royal Mile.","Urban city, traffic, skyscrapers."
Editorial Design,"Editorial Design {prompt}, Editorial Design, often for magazines, newspapers, or publication layouts.","web design, sculpture"
Edvard Munch,"{prompt} in Psychological anxiety, dark symbolism, graphic outlines, exposed inner turmoil","Lighthearted humor, subtle allusions, blurred contours, reserved appearances"
